description,lat,lon,hour,geo_bucket,type
caddie dans la rue rue victor hugo,49.28254191794184,2.421712169604952,15,49.28378_2.42342,objet_abandonne
chien errant rue victor hugo,49.25720800301942,2.445190175808461,16,49.25676_2.44595,animal_errant
signalisation abîmée avenue des lilas,49.29674482242588,2.4497732619255297,16,49.29730_2.45045,voirie
chien errant avenue des lilas,49.299455100726966,2.4180875928366734,15,49.29730_2.41892,animal_errant
signalisation abîmée place du marché,49.271668930496745,2.407699527315717,18,49.27027_2.40991,voirie
caddie dans la rue avenue des lilas,49.27974126446369,2.4157225763365195,10,49.27928_2.41441,objet_abandonne
barrière tordue avenue des lilas,49.28886142600008,2.416362088419351,5,49.28829_2.41441,mobilier_urbain
trottoir cassé rue victor hugo,49.286819489502506,2.4322254397141156,18,49.28829_2.43243,voirie
trottoir cassé place du marché,49.29838935959667,2.424807836224728,6,49.29730_2.42342,voirie
attroupement bruyant place du marché,49.25574415455394,2.4384229864132814,8,49.25676_2.43694,incivilite
caddie dans la rue avenue des lilas,49.27903624330714,2.435065164224874,11,49.27928_2.43694,objet_abandonne
vélo abandonné rue victor hugo,49.28459657098365,2.412565436196262,1,49.28378_2.41441,objet_abandonne
abribus brisé avenue des lilas,49.29450492120938,2.439212784494289,3,49.29279_2.44144,mobilier_urbain
poubelles débordent rue victor hugo,49.293705481385906,2.442373093345741,2,49.29279_2.44144,dechets_sauvages
déchets au sol place du marché,49.29889998967806,2.4299195094877,21,49.29730_2.42793,dechets_sauvages
chien errant avenue des lilas,49.27560392269688,2.4463833854624286,20,49.27477_2.44595,animal_errant
haie non taillée rue victor hugo,49.29153804334066,2.4391474061367275,11,49.29279_2.43694,espace_vert
barrière tordue rue victor hugo,49.27136408540637,2.4297697953436597,2,49.27027_2.42793,mobilier_urbain
attroupement bruyant rue victor hugo,49.2711156938928,2.4453082998656663,8,49.27027_2.44595,incivilite
tas de déchets place du marché,49.26266741822364,2.4300179240120268,11,49.26126_2.42793,dechets_sauvages
caddie dans la rue rue victor hugo,49.29091186435096,2.4260595563668668,7,49.29279_2.42793,objet_abandonne
nid-de-poule avenue des lilas,49.29929075529068,2.417812917020555,18,49.29730_2.41892,voirie
barrière tordue rue victor hugo,49.262817086417364,2.444143166529722,4,49.26126_2.44595,mobilier_urbain
trottoir cassé avenue des lilas,49.25280657940105,2.406136358543641,20,49.25225_2.40541,voirie
caddie dans la rue place du marché,49.29077712187095,2.4236751357108726,4,49.29279_2.42342,objet_abandonne
nid-de-poule rue victor hugo,49.28101150262674,2.426870666593751,7,49.27928_2.42793,voirie
chat blessé avenue des lilas,49.29798494002755,2.4277374553384887,2,49.29730_2.42793,animal_errant
trottoir cassé place du marché,49.26261196095385,2.432594491524262,18,49.26126_2.43243,voirie
nid-de-poule avenue des lilas,49.25355138290006,2.425289781212691,23,49.25225_2.42342,voirie
tas de déchets place du marché,49.27462211304333,2.4128409073819963,8,49.27477_2.41441,dechets_sauvages
barrière tordue avenue des lilas,49.25427330114826,2.442847219806975,20,49.25225_2.44144,mobilier_urbain
tas de déchets avenue des lilas,49.26308950005514,2.4328762663917765,23,49.26126_2.43243,dechets_sauvages
nid-de-poule rue victor hugo,49.256298893040956,2.4429093906855153,13,49.25676_2.44144,voirie
abribus brisé place du marché,49.261206608983,2.413802174549019,20,49.26126_2.41441,mobilier_urbain
nid-de-poule rue victor hugo,49.25530723264107,2.431852844745141,19,49.25676_2.43243,voirie
abribus brisé rue victor hugo,49.297695299971366,2.4357086872538196,1,49.29730_2.43694,mobilier_urbain
poubelles débordent avenue des lilas,49.26392813567249,2.419170258018392,14,49.26577_2.41892,dechets_sauvages
parterre dégradé avenue des lilas,49.272194879299626,2.440612205910345,3,49.27027_2.44144,espace_vert
trottinette laissée rue victor hugo,49.29493059038171,2.4001254387421147,1,49.29279_2.40090,objet_abandonne
chat blessé avenue des lilas,49.283866079398074,2.429745987510711,22,49.28378_2.42793,animal_errant
arbre tombé rue victor hugo,49.28090187402809,2.430678423517606,22,49.27928_2.43243,espace_vert
tapage nocturne rue victor hugo,49.28527815951804,2.4266921546519318,8,49.28378_2.42793,incivilite
trottoir cassé place du marché,49.29144111285527,2.431502424345972,3,49.29279_2.43243,voirie
déchets au sol place du marché,49.29388346339259,2.408361342851163,4,49.29279_2.40991,dechets_sauvages
nid-de-poule rue victor hugo,49.282131983533255,2.4342390740901187,10,49.28378_2.43243,voirie
tas de déchets place du marché,49.294500363734706,2.416789448141833,3,49.29279_2.41892,dechets_sauvages
vélo abandonné avenue des lilas,49.276769876371276,2.422602687128796,3,49.27477_2.42342,objet_abandonne
barrière tordue avenue des lilas,49.26386454281342,2.416655468199813,14,49.26577_2.41441,mobilier_urbain
tapage nocturne rue victor hugo,49.294003835444194,2.4236968101749743,4,49.29279_2.42342,incivilite
chien errant place du marché,49.277073641370656,2.4310784613255874,2,49.27928_2.43243,animal_errant
caddie dans la rue avenue des lilas,49.29530687937836,2.4419171735447773,15,49.29730_2.44144,objet_abandonne
signalisation abîmée place du marché,49.252008390697526,2.424171752882011,22,49.25225_2.42342,voirie
abribus brisé place du marché,49.269875787577064,2.41616119138018,0,49.27027_2.41441,mobilier_urbain
barrière tordue place du marché,49.29739025091812,2.4243970939462693,0,49.29730_2.42342,mobilier_urbain
vélo abandonné rue victor hugo,49.262482504637916,2.4344401832035256,0,49.26126_2.43243,objet_abandonne
vélo abandonné avenue des lilas,49.297076812301924,2.4173350358362895,2,49.29730_2.41892,objet_abandonne
signalisation abîmée rue victor hugo,49.297695123056464,2.42071410373617,8,49.29730_2.41892,voirie
trottoir cassé rue victor hugo,49.29410711571129,2.428141990850437,12,49.29279_2.42793,voirie
poubelles débordent place du marché,49.27818340225466,2.4147004631913673,23,49.27928_2.41441,dechets_sauvages
trottinette laissée place du marché,49.28234697245403,2.410454232977222,12,49.28378_2.40991,objet_abandonne
nid-de-poule avenue des lilas,49.293480849922496,2.407019614193163,20,49.29279_2.40541,voirie
signalisation abîmée avenue des lilas,49.28879485411946,2.417630499156304,22,49.28829_2.41892,voirie
agression verbale avenue des lilas,49.28150469247277,2.4024171453219028,12,49.27928_2.40090,incivilite
signalisation abîmée place du marché,49.29911297039354,2.429174126335475,20,49.29730_2.42793,voirie
signalisation abîmée place du marché,49.28428383181669,2.4087954682998762,7,49.28378_2.40991,voirie
barrière tordue place du marché,49.298774099622385,2.418869739616502,7,49.29730_2.41892,mobilier_urbain
parterre dégradé place du marché,49.25286942373035,2.4134611407699187,18,49.25225_2.41441,espace_vert
tas de déchets avenue des lilas,49.25694801853711,2.4315194983170874,4,49.25676_2.43243,dechets_sauvages
agression verbale rue victor hugo,49.27257294230002,2.442517283073343,23,49.27477_2.44144,incivilite
déchets au sol place du marché,49.26924397304422,2.431665052149417,9,49.27027_2.43243,dechets_sauvages
nid-de-poule avenue des lilas,49.28913674206785,2.4271252464336697,18,49.28829_2.42793,voirie
nid-de-poule place du marché,49.25803070132346,2.433454186966102,2,49.25676_2.43243,voirie
caddie dans la rue rue victor hugo,49.298804758955576,2.40149953188801,21,49.29730_2.40090,objet_abandonne
haie non taillée place du marché,49.26575329376305,2.4061422330481057,6,49.26577_2.40541,espace_vert
déchets au sol place du marché,49.271446185387006,2.4047463617985523,22,49.27027_2.40541,dechets_sauvages
vélo abandonné place du marché,49.263737251622004,2.4049098582874393,5,49.26577_2.40541,objet_abandonne
trottoir cassé avenue des lilas,49.27896818086633,2.413024185759827,6,49.27928_2.41441,voirie
tapage nocturne rue victor hugo,49.25293143502113,2.4266026130191602,6,49.25225_2.42793,incivilite
nid-de-poule avenue des lilas,49.257483875278524,2.4057340789328374,19,49.25676_2.40541,voirie
vélo abandonné rue victor hugo,49.287289885170935,2.4467558120594695,7,49.28829_2.44595,objet_abandonne
poubelles débordent rue victor hugo,49.25932502917024,2.4427128401327205,23,49.26126_2.44144,dechets_sauvages
parterre dégradé avenue des lilas,49.26177572257783,2.448582217691649,1,49.26126_2.45045,espace_vert
tas de déchets avenue des lilas,49.28964911178624,2.4021250022544245,14,49.28829_2.40090,dechets_sauvages
signalisation abîmée avenue des lilas,49.254665058917865,2.4425701223544656,9,49.25676_2.44144,voirie
trottinette laissée rue victor hugo,49.271873691138545,2.4401867037720746,20,49.27027_2.44144,objet_abandonne
attroupement bruyant place du marché,49.25115316934986,2.4451052932301227,14,49.25225_2.44595,incivilite
parterre dégradé place du marché,49.26734036996589,2.4263972083829906,1,49.26577_2.42793,espace_vert
poubelles débordent avenue des lilas,49.28494907013054,2.4393944535387835,2,49.28378_2.44144,dechets_sauvages
signalisation abîmée rue victor hugo,49.25450516398586,2.4025643439671325,18,49.25676_2.40090,voirie
agression verbale place du marché,49.29441673133894,2.4037938894741995,4,49.29279_2.40541,incivilite
déchets au sol avenue des lilas,49.29547495214704,2.4059266120474794,23,49.29730_2.40541,dechets_sauvages
vélo abandonné place du marché,49.25524951875626,2.44573944316491,18,49.25676_2.44595,objet_abandonne
chien errant place du marché,49.29953662181879,2.4030584674694224,6,49.29730_2.40090,animal_errant
trottinette laissée rue victor hugo,49.26487647766977,2.4050074763349554,20,49.26577_2.40541,objet_abandonne
abribus brisé rue victor hugo,49.25420508355658,2.446520520131476,13,49.25225_2.44595,mobilier_urbain
banc cassé place du marché,49.250253355724865,2.405369629091614,11,49.25225_2.40541,mobilier_urbain
caddie dans la rue rue victor hugo,49.270426144788196,2.4434878149362684,9,49.27027_2.44144,objet_abandonne
abribus brisé avenue des lilas,49.281490499285304,2.439463539403114,9,49.27928_2.44144,mobilier_urbain
caddie dans la rue rue victor hugo,49.26660896249516,2.4020140994266077,3,49.26577_2.40090,objet_abandonne
barrière tordue avenue des lilas,49.29183586827373,2.4010923698444815,17,49.29279_2.40090,mobilier_urbain
trottinette laissée place du marché,49.285830313778256,2.4267194191756793,5,49.28378_2.42793,objet_abandonne
vélo abandonné rue victor hugo,49.2675080765984,2.4498587701883383,19,49.26577_2.45045,objet_abandonne
vélo abandonné rue victor hugo,49.28671548333043,2.4439415080049494,3,49.28829_2.44595,objet_abandonne
attroupement bruyant place du marché,49.29702438684846,2.415501271668564,4,49.29730_2.41441,incivilite
nid-de-poule place du marché,49.25465479992715,2.41931546170577,13,49.25676_2.41892,voirie
vélo abandonné place du marché,49.26530519800788,2.419395299811905,8,49.26577_2.41892,objet_abandonne
parterre dégradé rue victor hugo,49.273166296955836,2.4367089407952505,14,49.27477_2.43694,espace_vert
nid-de-poule place du marché,49.27489950638774,2.4170566376331193,0,49.27477_2.41892,voirie
trottinette laissée rue victor hugo,49.2771097822443,2.407389853068763,20,49.27928_2.40541,objet_abandonne
signalisation abîmée avenue des lilas,49.26503134532693,2.4373553704291773,20,49.26577_2.43694,voirie
poubelles débordent avenue des lilas,49.28336298229912,2.422900780912255,12,49.28378_2.42342,dechets_sauvages
chien errant rue victor hugo,49.282254225176494,2.4038389361843233,1,49.28378_2.40541,animal_errant
agression verbale place du marché,49.27889107531358,2.4395026134246027,14,49.27928_2.44144,incivilite
signalisation abîmée rue victor hugo,49.25568808608554,2.4292655631975113,14,49.25676_2.42793,voirie
nid-de-poule rue victor hugo,49.2738483945548,2.424468466263439,15,49.27477_2.42342,voirie
trottoir cassé avenue des lilas,49.26781134437447,2.433667158357364,2,49.26577_2.43243,voirie
poubelles débordent rue victor hugo,49.274551923491906,2.425268384141018,12,49.27477_2.42342,dechets_sauvages
abribus brisé place du marché,49.29609332177575,2.432421007399425,19,49.29730_2.43243,mobilier_urbain
trottoir cassé rue victor hugo,49.27402656715792,2.443374427268266,0,49.27477_2.44144,voirie
haie non taillée avenue des lilas,49.25069903959198,2.4306757184055563,13,49.25225_2.43243,espace_vert
signalisation abîmée avenue des lilas,49.271941836904205,2.432980024892714,2,49.27027_2.43243,voirie
abribus brisé rue victor hugo,49.29103240900247,2.430692803471034,16,49.29279_2.43243,mobilier_urbain
signalisation abîmée place du marché,49.28900304616091,2.4265589888816645,16,49.28829_2.42793,voirie
haie non taillée place du marché,49.27566950367641,2.4085986205487733,8,49.27477_2.40991,espace_vert
chien errant place du marché,49.26248845064296,2.4167838821779433,19,49.26126_2.41892,animal_errant
abribus brisé avenue des lilas,49.27325443314573,2.434655448367906,19,49.27477_2.43243,mobilier_urbain
caddie dans la rue rue victor hugo,49.27818511097091,2.4212738053350886,3,49.27928_2.42342,objet_abandonne
tas de déchets place du marché,49.29999357191371,2.420306450595551,10,49.30180_2.41892,dechets_sauvages
poubelles débordent rue victor hugo,49.28220890450847,2.4379634642065278,14,49.28378_2.43694,dechets_sauvages
chien errant place du marché,49.28471324650313,2.400278443031183,12,49.28378_2.40090,animal_errant
abribus brisé place du marché,49.2745727071784,2.4339497240122667,23,49.27477_2.43243,mobilier_urbain
trottoir cassé avenue des lilas,49.267724477539126,2.4244613255245007,19,49.26577_2.42342,voirie
animal sans maître rue victor hugo,49.29064764918236,2.4188381290623173,11,49.29279_2.41892,animal_errant
abribus brisé avenue des lilas,49.27474661621696,2.4170268305786795,14,49.27477_2.41892,mobilier_urbain
arbre tombé rue victor hugo,49.299734506498226,2.4086437747657583,5,49.30180_2.40991,espace_vert
barrière tordue rue victor hugo,49.2728560287134,2.4167126041374303,17,49.27477_2.41892,mobilier_urbain
chien errant place du marché,49.253400014182375,2.4195709236055185,21,49.25225_2.41892,animal_errant
déchets au sol place du marché,49.284128906854505,2.4218724459712417,16,49.28378_2.42342,dechets_sauvages
trottoir cassé avenue des lilas,49.25233207254629,2.433615031933876,20,49.25225_2.43243,voirie
trottoir cassé rue victor hugo,49.26252507984424,2.4226785509711504,23,49.26126_2.42342,voirie
chien errant place du marché,49.26768691263899,2.4398142152111673,16,49.26577_2.44144,animal_errant
trottinette laissée avenue des lilas,49.28697417928107,2.4319868998689187,10,49.28829_2.43243,objet_abandonne
caddie dans la rue rue victor hugo,49.27471179632038,2.4094798539747044,17,49.27477_2.40991,objet_abandonne
agression verbale place du marché,49.25143229656551,2.413858658638526,2,49.25225_2.41441,incivilite
trottoir cassé place du marché,49.2808424925638,2.403962459322069,22,49.27928_2.40541,voirie
trottoir cassé place du marché,49.270571811871335,2.447286087746166,23,49.27027_2.44595,voirie
déchets au sol place du marché,49.29609172549836,2.444327524061463,3,49.29730_2.44595,dechets_sauvages
tapage nocturne rue victor hugo,49.27497811555701,2.404239811272547,12,49.27477_2.40541,incivilite
banc cassé place du marché,49.28544875729697,2.428703800792373,23,49.28378_2.42793,mobilier_urbain
poubelles débordent rue victor hugo,49.26094342461648,2.4480200909430407,0,49.26126_2.44595,dechets_sauvages
trottoir cassé rue victor hugo,49.28804867822658,2.4373571394973075,18,49.28829_2.43694,voirie
poubelles débordent avenue des lilas,49.28604776552418,2.4245906096985337,19,49.28829_2.42342,dechets_sauvages
parterre dégradé rue victor hugo,49.295204085427066,2.4120551494453317,4,49.29730_2.40991,espace_vert
signalisation abîmée place du marché,49.25169108208596,2.4139518537540647,12,49.25225_2.41441,voirie
chat blessé avenue des lilas,49.272375034880874,2.436811897733568,15,49.27027_2.43694,animal_errant
trottoir cassé place du marché,49.28395777013698,2.439028763662192,15,49.28378_2.43694,voirie
chien errant place du marché,49.25475819500401,2.4264346662175718,10,49.25676_2.42793,animal_errant
arbre tombé place du marché,49.270530203357445,2.406047435075835,8,49.27027_2.40541,espace_vert
signalisation abîmée place du marché,49.29710733015331,2.44669341868133,17,49.29730_2.44595,voirie
signalisation abîmée rue victor hugo,49.27179672454456,2.442238136728337,14,49.27027_2.44144,voirie
trottoir cassé place du marché,49.29927023917403,2.407026938951371,12,49.29730_2.40541,voirie
poubelles débordent rue victor hugo,49.25284195305399,2.4028363791814424,6,49.25225_2.40090,dechets_sauvages
caddie dans la rue avenue des lilas,49.285891488807046,2.4267933841374867,2,49.28378_2.42793,objet_abandonne
signalisation abîmée place du marché,49.27905081181241,2.414207130886476,11,49.27928_2.41441,voirie
barrière tordue avenue des lilas,49.275026983856606,2.414162485470728,17,49.27477_2.41441,mobilier_urbain
caddie dans la rue place du marché,49.29854237007425,2.4043610796375203,8,49.29730_2.40541,objet_abandonne
poubelles débordent rue victor hugo,49.256482520024555,2.447669291763569,2,49.25676_2.44595,dechets_sauvages
barrière tordue avenue des lilas,49.294799947584046,2.441508322982992,23,49.29279_2.44144,mobilier_urbain
banc cassé rue victor hugo,49.284562020556834,2.4056917295937956,0,49.28378_2.40541,mobilier_urbain
tas de déchets rue victor hugo,49.26294980366498,2.4438299383825415,20,49.26126_2.44595,dechets_sauvages
tas de déchets place du marché,49.29508345728161,2.4341478027981567,20,49.29730_2.43243,dechets_sauvages
chien errant avenue des lilas,49.27146474589305,2.4162720565914304,21,49.27027_2.41441,animal_errant
trottoir cassé rue victor hugo,49.290711366403656,2.4435625277207564,6,49.29279_2.44144,voirie
chien errant place du marché,49.26944182585237,2.429901109389098,18,49.27027_2.42793,animal_errant
banc cassé avenue des lilas,49.292546541371664,2.4424334922167192,11,49.29279_2.44144,mobilier_urbain
déchets au sol avenue des lilas,49.28183145592225,2.4234633962243626,13,49.28378_2.42342,dechets_sauvages
vélo abandonné rue victor hugo,49.25705233167918,2.425032552008091,12,49.25676_2.42342,objet_abandonne
agression verbale place du marché,49.28248315817348,2.4145505014705475,4,49.28378_2.41441,incivilite
déchets au sol place du marché,49.25956723813509,2.419384634597235,11,49.26126_2.41892,dechets_sauvages
signalisation abîmée place du marché,49.27059613139471,2.428387603456411,7,49.27027_2.42793,voirie
signalisation abîmée rue victor hugo,49.258514779212604,2.4473529611854308,5,49.25676_2.44595,voirie
animal sans maître avenue des lilas,49.25110080578336,2.4300058879984068,17,49.25225_2.42793,animal_errant
banc cassé avenue des lilas,49.260594326972495,2.4073689095890196,6,49.26126_2.40541,mobilier_urbain
déchets au sol place du marché,49.27681860118621,2.4003498092738242,18,49.27477_2.40090,dechets_sauvages
tas de déchets place du marché,49.274078048388866,2.442549392775434,14,49.27477_2.44144,dechets_sauvages
vélo abandonné rue victor hugo,49.275074854776804,2.4182162711683075,9,49.27477_2.41892,objet_abandonne
trottinette laissée rue victor hugo,49.26238434392233,2.4157482969819917,8,49.26126_2.41441,objet_abandonne
chien errant avenue des lilas,49.28425806003071,2.440036556147119,19,49.28378_2.44144,animal_errant
chat blessé place du marché,49.285213164341016,2.4472682149544918,15,49.28378_2.44595,animal_errant
trottoir cassé place du marché,49.26789839127798,2.4374022544175977,19,49.26577_2.43694,voirie
signalisation abîmée rue victor hugo,49.29405850442371,2.4086923656455714,3,49.29279_2.40991,voirie
nid-de-poule place du marché,49.282201160831775,2.419568914679552,9,49.28378_2.41892,voirie
caddie dans la rue place du marché,49.28565196376293,2.437969927621737,9,49.28378_2.43694,objet_abandonne
barrière tordue rue victor hugo,49.26386699589695,2.4453462907335286,7,49.26577_2.44595,mobilier_urbain
vélo abandonné rue victor hugo,49.25003058175778,2.449930003197483,0,49.25225_2.45045,objet_abandonne
abribus brisé place du marché,49.2932687806051,2.425578045356909,2,49.29279_2.42342,mobilier_urbain
abribus brisé rue victor hugo,49.29112121922899,2.4411262409170975,23,49.29279_2.44144,mobilier_urbain
trottoir cassé avenue des lilas,49.25615959440214,2.4023315821388693,11,49.25676_2.40090,voirie
nid-de-poule place du marché,49.268705256747815,2.414291237487748,6,49.27027_2.41441,voirie
agression verbale avenue des lilas,49.28306696541943,2.418575670167374,21,49.28378_2.41892,incivilite
barrière tordue avenue des lilas,49.282605542860935,2.4487761922640945,22,49.28378_2.45045,mobilier_urbain
abribus brisé place du marché,49.29301751674043,2.400169682410743,0,49.29279_2.40090,mobilier_urbain
déchets au sol avenue des lilas,49.25701340808177,2.4154010368881296,23,49.25676_2.41441,dechets_sauvages
trottinette laissée place du marché,49.271496987389256,2.446520612980645,19,49.27027_2.44595,objet_abandonne
caddie dans la rue rue victor hugo,49.25486122089632,2.4153339117522004,0,49.25676_2.41441,objet_abandonne
caddie dans la rue avenue des lilas,49.26947976242193,2.4112533382907286,3,49.27027_2.40991,objet_abandonne
déchets au sol rue victor hugo,49.250755372279386,2.436504425571799,17,49.25225_2.43694,dechets_sauvages
nid-de-poule rue victor hugo,49.294913653255506,2.437266944649993,4,49.29279_2.43694,voirie
signalisation abîmée place du marché,49.27635219984143,2.4236088941323755,0,49.27477_2.42342,voirie
tapage nocturne rue victor hugo,49.29249011304012,2.447345873493271,0,49.29279_2.44595,incivilite
parterre dégradé place du marché,49.25299523505017,2.410135353977092,4,49.25225_2.40991,espace_vert
trottoir cassé avenue des lilas,49.26137290552364,2.44567079169898,17,49.26126_2.44595,voirie
barrière tordue rue victor hugo,49.26296899976106,2.4377754038262647,8,49.26126_2.43694,mobilier_urbain
déchets au sol rue victor hugo,49.26933457473194,2.4184104170427023,9,49.27027_2.41892,dechets_sauvages
déchets au sol avenue des lilas,49.290143318619876,2.4403454309861687,6,49.28829_2.44144,dechets_sauvages
poubelles débordent avenue des lilas,49.26932789368657,2.4066601088206876,14,49.27027_2.40541,dechets_sauvages
trottinette laissée place du marché,49.26023267648232,2.4065491246596613,13,49.26126_2.40541,objet_abandonne
tas de déchets place du marché,49.25324951301694,2.44649686016237,3,49.25225_2.44595,dechets_sauvages
trottinette laissée avenue des lilas,49.25397458741764,2.4047390253922707,13,49.25225_2.40541,objet_abandonne
chien errant avenue des lilas,49.28800236029805,2.40020398034247,6,49.28829_2.40090,animal_errant
attroupement bruyant avenue des lilas,49.272240149551834,2.419451524579245,7,49.27027_2.41892,incivilite
agression verbale rue victor hugo,49.2863090561,2.4051925487216064,23,49.28829_2.40541,incivilite
attroupement bruyant rue victor hugo,49.28411435608818,2.4431518246622126,7,49.28378_2.44144,incivilite
abribus brisé rue victor hugo,49.256768123088015,2.4461346756721465,4,49.25676_2.44595,mobilier_urbain
vélo abandonné place du marché,49.25714439670961,2.4241213182178205,22,49.25676_2.42342,objet_abandonne
vélo abandonné avenue des lilas,49.28776710077171,2.421273576650502,10,49.28829_2.42342,objet_abandonne
tas de déchets avenue des lilas,49.286063414674274,2.4269519638472046,22,49.28829_2.42793,dechets_sauvages
nid-de-poule rue victor hugo,49.26890153834371,2.411309731242249,1,49.27027_2.40991,voirie
arbre tombé place du marché,49.25387111316664,2.4148982930710168,14,49.25225_2.41441,espace_vert
vélo abandonné avenue des lilas,49.25060490108492,2.4050488585242,18,49.25225_2.40541,objet_abandonne
trottoir cassé place du marché,49.26440784747309,2.4223225045555683,17,49.26577_2.42342,voirie
nid-de-poule avenue des lilas,49.250461113679364,2.430584581126683,14,49.25225_2.43243,voirie
nid-de-poule place du marché,49.261503631055184,2.44651118671958,18,49.26126_2.44595,voirie
nid-de-poule rue victor hugo,49.270975037010565,2.436953658531338,6,49.27027_2.43694,voirie
haie non taillée place du marché,49.256070788265596,2.436153186677659,3,49.25676_2.43694,espace_vert
animal sans maître place du marché,49.25521388789158,2.415399948104705,13,49.25676_2.41441,animal_errant
nid-de-poule place du marché,49.294821871785935,2.4444146648755023,7,49.29279_2.44595,voirie
trottoir cassé avenue des lilas,49.279273501451144,2.4473477848339997,22,49.27928_2.44595,voirie
tapage nocturne place du marché,49.29672278433814,2.4466131468271017,9,49.29730_2.44595,incivilite
parterre dégradé avenue des lilas,49.267291308189286,2.4019401513262193,12,49.26577_2.40090,espace_vert
trottoir cassé rue victor hugo,49.28385724686646,2.430217531815201,5,49.28378_2.43243,voirie
banc cassé avenue des lilas,49.26023458373109,2.432161255286265,3,49.26126_2.43243,mobilier_urbain
parterre dégradé place du marché,49.280917015864,2.4147532580108253,4,49.27928_2.41441,espace_vert
chien errant avenue des lilas,49.2564792865005,2.4496206091578965,9,49.25676_2.45045,animal_errant
chat blessé avenue des lilas,49.25010403195881,2.414559372940928,23,49.25225_2.41441,animal_errant
barrière tordue place du marché,49.29657659007048,2.410830582909053,12,49.29730_2.40991,mobilier_urbain
tas de déchets avenue des lilas,49.27774471880876,2.4242072825221594,18,49.27928_2.42342,dechets_sauvages
signalisation abîmée place du marché,49.2963470331391,2.416157368988517,10,49.29730_2.41441,voirie
vélo abandonné avenue des lilas,49.2666915761851,2.446201472993497,18,49.26577_2.44595,objet_abandonne
arbre tombé place du marché,49.26638930345809,2.4220038365657386,4,49.26577_2.42342,espace_vert
barrière tordue rue victor hugo,49.27003275008865,2.4205074777336293,4,49.27027_2.41892,mobilier_urbain
tas de déchets rue victor hugo,49.28530204919791,2.431293106505425,0,49.28378_2.43243,dechets_sauvages
chat blessé rue victor hugo,49.27829043170931,2.404055733562556,20,49.27928_2.40541,animal_errant
chien errant rue victor hugo,49.29626774535495,2.437836647340826,8,49.29730_2.43694,animal_errant
déchets au sol place du marché,49.25127204505662,2.4384199410902436,6,49.25225_2.43694,dechets_sauvages
nid-de-poule place du marché,49.28540979689863,2.4237012917363834,8,49.28378_2.42342,voirie
chien errant rue victor hugo,49.266516384468325,2.4477848970500213,9,49.26577_2.44595,animal_errant
nid-de-poule place du marché,49.25901168259092,2.4289669555397873,20,49.26126_2.42793,voirie
trottoir cassé avenue des lilas,49.27551978112601,2.4347618227122494,2,49.27477_2.43694,voirie
signalisation abîmée avenue des lilas,49.275253189209,2.446217247775155,17,49.27477_2.44595,voirie
abribus brisé avenue des lilas,49.25685055143442,2.4333172671712395,8,49.25676_2.43243,mobilier_urbain
banc cassé rue victor hugo,49.26009480280664,2.4215913003862775,4,49.26126_2.42342,mobilier_urbain
abribus brisé rue victor hugo,49.27040823324508,2.401238558781657,10,49.27027_2.40090,mobilier_urbain
déchets au sol rue victor hugo,49.27044057061961,2.4364149657815903,0,49.27027_2.43694,dechets_sauvages
tas de déchets rue victor hugo,49.26587790698098,2.448243300580052,1,49.26577_2.45045,dechets_sauvages
tas de déchets rue victor hugo,49.2574272575755,2.4235117561768,17,49.25676_2.42342,dechets_sauvages
tas de déchets avenue des lilas,49.25021868395505,2.416988431889413,19,49.25225_2.41892,dechets_sauvages
trottoir cassé rue victor hugo,49.2985117531214,2.425962971320689,13,49.29730_2.42793,voirie
tas de déchets rue victor hugo,49.2971749614852,2.436421860284233,21,49.29730_2.43694,dechets_sauvages
trottinette laissée rue victor hugo,49.27418251895881,2.4000345237241025,7,49.27477_2.40090,objet_abandonne
trottinette laissée rue victor hugo,49.29975258766375,2.4443605861365927,18,49.30180_2.44595,objet_abandonne
tas de déchets avenue des lilas,49.28368271653911,2.444318142983916,13,49.28378_2.44595,dechets_sauvages
déchets au sol rue victor hugo,49.25344287688038,2.4270648966804353,13,49.25225_2.42793,dechets_sauvages
tas de déchets avenue des lilas,49.25588590995413,2.40611893830878,21,49.25676_2.40541,dechets_sauvages
trottoir cassé rue victor hugo,49.295805542193484,2.433590289730681,19,49.29730_2.43243,voirie
signalisation abîmée avenue des lilas,49.28150261010748,2.4068922831481654,7,49.27928_2.40541,voirie
tas de déchets rue victor hugo,49.29215918133287,2.4253773575716338,8,49.29279_2.42342,dechets_sauvages
barrière tordue avenue des lilas,49.29491348248169,2.404681498599056,13,49.29279_2.40541,mobilier_urbain
attroupement bruyant rue victor hugo,49.27239710056412,2.429453266914875,11,49.27027_2.42793,incivilite
abribus brisé rue victor hugo,49.252426297578836,2.4159034662558994,12,49.25225_2.41441,mobilier_urbain
tas de déchets rue victor hugo,49.25941401744487,2.441549570736875,5,49.26126_2.44144,dechets_sauvages
barrière tordue avenue des lilas,49.25332859736512,2.4399973063104206,13,49.25225_2.44144,mobilier_urbain
chat blessé place du marché,49.259436992284925,2.449923693773722,14,49.26126_2.45045,animal_errant
tapage nocturne avenue des lilas,49.27052664632279,2.412875158735218,1,49.27027_2.41441,incivilite
signalisation abîmée place du marché,49.255909840525746,2.403090054638979,17,49.25676_2.40090,voirie
vélo abandonné avenue des lilas,49.25833666239027,2.422150163257442,9,49.25676_2.42342,objet_abandonne
